id_left,title_left,manufacturer_left,price_left,title_right,manufacturer_right,price_right,text_src,id_right,text_tgt,candidates,labels
882,marine aquarium + sharks,encore software,9.95,"['encore software 10272 marine aquarium + sharks win 98 me 2000 xp', 'marine aquarium + sharks ( win 98 me 2000 xp )']","[nan, nan]","[7.69, 9.95]",marine aquarium + sharks. encore software. 9.95,"[2546, 1566]","['encore software 10272 marine aquarium + sharks win 98 me 2000 xp. nan. 7.69', 'marine aquarium + sharks ( win 98 me 2000 xp ). nan. 9.95']","['marine aquarium + sharks ( win 98 me 2000 xp ). nan. 9.95', 'encore software 10272 marine aquarium + sharks win 98 me 2000 xp. nan. 7.69', 'marine aquarium & goldfish screen saver by encore software. nan. 19.99', 'encore software 25020 marine aquarium 2.5 ( hybrid ) win 95 98 me 2000 xp/mac 10.1 or higher. nan. 19.97', 'encore software 10561 marine aquarium & goldfish screen saver by. nan. 17.97', 'encore software 25005 encore marine aquarium v. 2.0 complete product screen saver 1 user ( s ) complete product standard pc mac. nan. 18.97', 'encore marine aquarium 2.0. nan. 19.99', 'encore software 10279 sharks 2.0 ( win 95 98 me 2000 xp/mac 10.1 or higher ). nan. 18.97', 'marine aquarium & goldfishscreen saver by encore software. nan. 18.27', 'encore software 10123 aquarium 3-in-one limited edition ( eurpac ) win 95 98 me 2000 xp. nan. 18.97']","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
883,adobe creative suite cs3 production premium,adobe,1699.0,['adobe cs3 production premium'],[nan],[1749.99],adobe creative suite cs3 production premium. adobe. 1699.0,[921],['adobe cs3 production premium. nan. 1749.99'],"['adobe production premium cs3 software suite for windows professional editing software. nan. 1698.95', 'adobe cs3 production premium. nan. 1749.99', 'adobe production premium cs3 software suite for mac av production software. nan. 1698.95', 'adobe cs3 production premium academic. nan. 569.99', 'adobe cs3 production premium upgrade. nan. 822.99', 'adobe cs3 web premium. nan. 1659.99', 'adobe production studio premium software suite video software bundles. nan. 1698.95', 'adobe cs3 design premium. nan. 1865.99', '19700045 adobe creative suite 3 web premium complete package 1 user cd mac univ. nan. 1691.87', 'adobe premiere pro cs3 video editing software for mac av production software. nan. 798.95']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
887,hoyle bridge club,encore,29.95,['encore software 11230 hoyle bridge club win 2000 xp'],[nan],[26.97],hoyle bridge club. encore. 29.95,[2541],['encore software 11230 hoyle bridge club win 2000 xp. nan. 26.97'],"['encore software 11231 hoyle bridge club sb cs by us playing cards. nan. 25.97', 'encore software 11230 hoyle bridge club win 2000 xp. nan. 26.97', 'encore 10025 hoyle card games for pc. encore. 10.0', 'encore software 10655 hoyle bridge win 98 me 2000 xp. nan. 7.69', 'encore software 10566 encore hoyle card games 2005 complete product sports game 1 user complete product standard pc. nan. 17.97', 'encore 10023 hoyle mahjongg for pc. encore. 6.99', 'hoyle card games. nan. 9.95', 'encore software 10565 hoyle card games 2007 win 98 me 2000 xp. nan. 18.97', 'encore software 10568 encore hoyle puzzle & board games 2005 complete product puzzle game 1 user complete product standard pc. nan. 17.97', 'encore software 11050 hoyle 4-pack 2006 win 98 me 2000 xp. nan. 18.97']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
890,instant immersion japanese deluxe 2.0,topics entertainment,39.99,['instant immers japanese dlx 2 .'],[nan],[36.11],instant immersion japanese deluxe 2.0. topics entertainment. 39.99,[3023],['instant immers japanese dlx 2 .. nan. 36.11'],"['instant immersion japanese 2.0. nan. 22.43', 'instant immersion spanish deluxe 2.0 topics. nan. 39.99', 'instant immersion japanese ( audio book ) ( audio book ). nan. 19.95', 'instant immers japanese dlx 2 .. nan. 36.11', 'instant immersion 33 languages. topics entertainment. 43.99', 'instant immersion italian 2.0. topics entertainment. 20.99', 'topics entertainment instant immersion japanese crash course. nan. 6.56', 'instant immersion language lab deluxe edition. nan. 14.9', 'instant immersion spanish 2.0 topics. nan. 19.99', 'topics entertainment instant immersion italian deluxe 2.0 ( mass merchant box ). nan. 31.06']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
892,adobe premiere pro cs3,adobe,799.0,"['adobe premiere pro cs3 software with encore cs3 and onlocation cs3 ( windows only ) full version for windows', 'adobe premiere pro cs3 video editing software for windows professional editing software']","[nan, nan]","[723.95, 798.95]",adobe premiere pro cs3. adobe. 799.0,"[800, 2791]","['adobe premiere pro cs3 software with encore cs3 and onlocation cs3 ( windows only ) full version for windows. nan. 723.95', 'adobe premiere pro cs3 video editing software for windows professional editing software. nan. 798.95']","['adobe premiere pro cs3 video editing software for windows professional editing software. nan. 798.95', 'adobe premiere pro cs3 video editing software for mac av production software. nan. 798.95', 'adobe premiere pro cs3 software with encore cs3 and onlocation cs3 ( windows only ) full version for macintosh. nan. 723.95', 'adobe premiere pro cs3 software with encore cs3 and onlocation cs3 ( windows only ) full version for windows. nan. 723.95', 'adobe premiere pro cs3. nan. 825.99', 'adobe premiere pro cs3 academic. nan. 339.99', 'adobe premiere pro cs3 upgrade. nan. 308.99', 'adobe cs3 production premium. nan. 1749.99', 'adobe production premium cs3 software suite for windows professional editing software. nan. 1698.95', 'adobe cs3 flash professional. nan. 724.99']","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
893,starship troopers/first to fight bundle,destineer,19.95,['destineer publishing coporation starship troopers/first to fight bundle'],[nan],[15.08],starship troopers/first to fight bundle. destineer. 19.95,[156],['destineer publishing coporation starship troopers/first to fight bundle. nan. 15.08'],"['destineer publishing coporation starship troopers/first to fight bundle. nan. 15.08', 'destineer inc 10316 destineer atari arcade classics action/adventure mac. nan. 17.97', 'star wars empire at war ( mac intel ). nan. 49.99', 'starcraft ghost. nan. 49.99', 'strategy first inc. alliance future combat. nan. 16.37', 'aspyr media 10900 star wars battlefront mac. aspyr media. 39.99', 'destineer rise of nations gold edition. nan. 45.99', 'ea sports battlefield 1942 : deluxe edition ( pc ) game. nan. 9.99', 'aspyr leave the lights on-bundle. nan. 29.99', 'aspyr star wars empire at war. nan. 47.99']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
899,onone genuine fractals 5 full 1u,onone software,159.95,['onone software inc. gfs-50211 genuine fractals 5 full 1u'],[nan],[148.97],onone genuine fractals 5 full 1u. onone software. 159.95,[2933],['onone software inc. gfs-50211 genuine fractals 5 full 1u. nan. 148.97'],"['onone software genuine fractals print pro software. nan. 269.99', 'onone software inc. gfs-50211 genuine fractals 5 full 1u. nan. 148.97', 'onone software inc. gpp-55211 genuine fractals print pro 5 1u. nan. 274.97', 'onone software inc. gfs-50212 on1 genuine fractals v. 5.0 upgrade image editing 1 user pc mac intel-based mac. nan. 66.97', 'onone software inc. gpp-55212 upg genuine fractals print pro 5 1u. nan. 66.97', 'onone software inc. gfn-42001 genuine fractals print pro v. 4.1 with nik sharpener pro 2.0 license standard license pc mac. nan. 320.97', 'onone software pxe-11433 pxl smartscale elect 1-user english mac/win. onone software. 158.99', 'onone software pxe-11433 pxl smartscale elect 1-user english mac/win. onone software. 158.99', 'onone software mpr-40211 mask pro 4 1-user full win xp vista/mac 10.4 or. onone software. 179.94', 'onone software intellihance pro 4 for mac/pc. nan. 159.99']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
902,sony sound effects series vol 1 through 10,sony-pictures-digital-entertainment,,['madison media software ssda3000 sony sound effects series vol 1 through 10'],['sony-pictures-digital-entertainment'],[370.97],sony sound effects series vol 1 through 10. sony-pictures-digital-entertainment. nan,[2605],['madison media software ssda3000 sony sound effects series vol 1 through 10. sony-pictures-digital-entertainment. 370.97'],"['madison media software ssda3000 sony sound effects series vol 1 through 10. sony-pictures-digital-entertainment. 370.97', 'sony media software discrete drums : vol .1 sony sound series. sony-media-software. 24.91', 'digital video & audio prod book. sony-pictures-digital-entertainment. 27.5', 'sony creative software sound forge audio studio v. 8.0 complete product. nan. 46.47', 'sony media software sound forge 9 digital audio production suite music production software. nan. 299.95', 'sony media software cinescore soundtrack creation software audio software for video. sony-pictures-digital-entertainment. 179.95', 'sony creative software sound forge audio studio v. 8.0 complete product. nan. 55.29', 'sony media software sound forge audio studio 8 software music production software. sony-pictures-digital-entertainment. 69.95', 'sony creative software sfas9000 sound forge audio studio 9. nan. 53.97', 'sony media software sound forge audio studio 9 software music production software. nan. 69.95']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
903,mavis beacon teaches typing 17 standard,encore software,19.99,['broderbund mavis beacon teaches typing standard17'],[nan],[22.99],mavis beacon teaches typing 17 standard. encore software. 19.99,[989],['broderbund mavis beacon teaches typing standard17. nan. 22.99'],"['mavis beacon teaches typing 17 standard ( pc/mac ) encore. nan. 19.99', 'encore software 10075 encore mavis beacon teaches typing v. 17.0 standard typing tutor pc mac. nan. 18.97', 'encore software 10076 mavis beacon typing 17 standardby broderbund. nan. 17.97', 'broderbund mavis beacon teaches typing standard17. nan. 22.99', 'mavis beacon teaches typing v17 deluxe pc/mac. nan. 29.9', 'encore software 10072 mavis beacon typing 17 deluxe by broderbund. nan. 33.97', 'mavis beacon ( r ) teaches typing v. 17 deluxe. nan. 37.99', 'broderbund mavis beacon teaches typing deluxe17. nan. 36.99', 'mavis beacon teaches typing 16 deluxe. nan. 34.9', 'mavis beacon 16. nan. 17.9']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
905,efrontier anime studio pro ( win/mac ),efrontier,199.99,['allume anime studio pro'],[nan],[179.99],efrontier anime studio pro ( win/mac ). efrontier. 199.99,[166],['allume anime studio pro. nan. 179.99'],"['allume anime studio pro. nan. 179.99', 'allume anime studio 5. nan. 44.99', 'studio plus version 11. pinnacle systems. 90.99', 'jungle software gorilla pro 4.0 film production. nan. 359.99', 'allume morpheus photo animation suite. smith-micro-software-inc .. 41.99', 'edius pro 4. nan. 599.97', 'poser 7 ( win 2000 xp/mac 10.4 or higher ub ). nan. 199.99', 'olympus pro studio capture software. nan. 149.99', 'apple final cut studio 2. nan. 1299.99', 'eovia carrara 4 pro software mac/win animation software. nan. 569.0']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
907,hoyle card games ( jewel case ),encore software,9.99,['encore software 10025 hoyle card games ( win 98 me 2000 xp )'],[nan],[7.47],hoyle card games ( jewel case ). encore software. 9.99,[2560],['encore software 10025 hoyle card games ( win 98 me 2000 xp ). nan. 7.47'],"['encore software 10566 encore hoyle card games 2005 complete product sports game 1 user complete product standard pc. nan. 17.97', 'encore software 10565 hoyle card games 2007 win 98 me 2000 xp. nan. 18.97', 'hoyle card games. nan. 9.95', 'encore software 10025 hoyle card games ( win 98 me 2000 xp ). nan. 7.47', 'encore software 11050 hoyle 4-pack 2006 win 98 me 2000 xp. nan. 18.97', 'encore 10025 hoyle card games for pc. encore. 10.0', 'encore software 10569 hoyle puzzle games 2007 win 98 me 2000 xp. nan. 18.97', 'encore software 10568 encore hoyle puzzle & board games 2005 complete product puzzle game 1 user complete product standard pc. nan. 17.97', 'encore software 10567 hoyle puzzle games 2007 win 98 me 2000 xp. nan. 18.97', 'encore software 10676 encore hoyle casino 2007 complete product puzzle game 1 user complete product standard pc. nan. 17.97']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
913,starry night galaxy explorer ( pc & mac ),imaginova,9.99,"['starry night galaxy explorer ( pc & mac ) ( snge-5-c1u )', 'orion/imaginova starry night galaxy explorer']","[nan, nan]","[9.59, 8.8]",starry night galaxy explorer ( pc & mac ). imaginova. 9.99,"[3127, 161]","['starry night galaxy explorer ( pc & mac ) ( snge-5-c1u ). nan. 9.59', 'orion/imaginova starry night galaxy explorer. nan. 8.8']","['starry night galaxy explorer ( pc & mac ) ( snge-5-c1u ). nan. 9.59', 'orion/imaginova starry night galaxy explorer. nan. 8.8', 'elementary school space the universe ( pc/mac ) fogware. nan. 9.99', 'orion/imaginova starry night screensaver. nan. 16.27', 'treasure galaxy 5-user lab pack for mac. nan. 22.95', 'freeverse software big bang brain games mac. nan. 24.99', 'the sky 6 professional edition astronomy software. nan. 189.95', 'star wars empire at war ( mac intel ). nan. 49.99', 'aspyr media 10900 star wars battlefront mac. aspyr media. 39.99', 'startopia. nan. 14.95']","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
914,hasbro classic collection 2006 ),encore,19.99,['encore software 11272 hasbro : family collection ( 2006 ) win 98 me 2000 xp'],[nan],[18.97],hasbro classic collection 2006 ). encore. 19.99,[2556],['encore software 11272 hasbro : family collection ( 2006 ) win 98 me 2000 xp. nan. 18.97'],"['encore software 11273 hasbro family collection 2006 sb cs by hasbro. nan. 17.97', 'encore software 11272 hasbro : family collection ( 2006 ) win 98 me 2000 xp. nan. 18.97', '11273 hasbro family game collection 2006 complete package 1 user pc cd win. nan. 14.51', 'encore software 11052 hoyle : classic collection 2006 win 98 me 2000 xp. nan. 18.97', 'encore software 11581 monopoly deluxe edition by hasbro. nan. 17.97', 'encore software 11431 axis & allies collectors edition sb cs by hasbro. nan. 17.97', 'encore inc clickart 1.2 million 2006 dvd. nan. 42.27', 'encore 28008 cold zero. encore. 21.99', 'encore software 11191 scrabble sb cs by hasbro. nan. 17.97', 'encore software 10566 encore hoyle card games 2005 complete product sports game 1 user complete product standard pc. nan. 17.97']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
