id_left,title_left,category_left,brand_left,modelno_left,price_left,title_right,category_right,brand_right,modelno_right,price_right,text_src,id_right,text_tgt,candidates,labels
2193,plustek bookreader v100 - b66-bbe21-a,computers,plustek,b66-bbe21-a,539.88,['plustek book reader v100'],['scanners'],['plustek'],['b66-bbe21-a'],[476.7],plustek bookreader v100 - b66-bbe21-a. computers. plustek. b66-bbe21-a. 539.88,[9730],['plustek book reader v100. scanners. plustek. b66-bbe21-a. 476.7'],"['plustek book reader v100. scanners. plustek. b66-bbe21-a. 476.7', 'plustek book reader v100 accessible scanner for low vision. computers accessories. plustek. b66-bbe21-a. 502.96', 'book scanner. scanners. plustek. 91n-bbm31-a. 259.08', 'plustek opticbook 3600 a4 book edge scanner pdf conversion. scanners. plustek. 91n-bbm31-a. 247.0', 'plustek smartoffice ps281 600dpi usb2 .0 25ppmsearchable pdf. camera photo. plustek. 641-bbm31-c. 215.0', 'plustek ps286plus 25 50ipm adf document scanner - 600 dpi - usb. scanners. plustek. 783064424486. 362.99', 'smart photo p60 photo scanner. scanners. plustek. 783064554268. 99.0', 'mobileoffice s800 scanner. scanners. plustek. 783064254496. 113.16', 'mobileoffice d600 clr 600dpi 16bit usb 2.0 a6 dupl for pc. scanners. plustek. 7c1-bbm31-c. 272.65', 'plustek st64 film negative and photo scanner - 48 bit color - 16 bit grayscale - 3200 dpi - usb. scanners. plustek. be8-bbm31-a. 157.0']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2194,fellowes hd precision cordless mouse,mice,fellowes,98904,44.84,['fellowes hi def mouse cordless-5btn silver blue usb 98904'],['mice'],['fellowes'],['98904'],[44.84],fellowes hd precision cordless mouse. mice. fellowes. 98904. 44.84,[5101],['fellowes hi def mouse cordless-5btn silver blue usb 98904. mice. fellowes. 98904. 44.84'],"['new-fellowes 98904 - optical hd precision cordless gel mouse five-button scroll blue sliver - fel98904. connectors adapters. fellowes. nan. 82.0', 'fellowes hi def mouse cordless-5btn silver blue usb 98904. mice. fellowes. 98904. 44.84', 'fellowes microban op mouse-usb 5btn cordless 98912. mice. fellowes. 98912. 44.8', 'fellowes hi def mouse op 5btn-silver blue usb 98905. mice. fellowes. 98905. 20.47', 'fel98912 - cordless optical mouse with microban protection. audio video accessories. fellowes. nan. 49.95', 'fel98912 mouse opt crdls 5-btn microban. mice. fellowes. nan. 43.44', 'fellowes 9175801 - mouse pad w wrist rest nonskid back 8 x 9-1 4 silver. mouse pads. fellowes. nan. 10.42', 'new-fellowes 9176501 - mouse pad w wrist rest nonskid back 8 x 9-1 4 black - fel9176501. mice. fellowes. nan. 25.0', 'fellowes 93730 - easy glide gel wrist mouse pad. mouse pads. fellowes. 93730. 16.0', 'logitech cordless optical trackman usb ps 2. mice. logitech. 904369-0403. 49.99']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
2196,netgear ant 9dbi in outdoor omni-direc,computers,netgear,ant240920000s,129.82,"['ant 9dbi in outdoor omni-direc', 'ant 9dbi in outdoor omni-direc']","['desktops', 'connectors adapters']","['netgear', 'netgear']","[nan, nan]","[175.89, nan]",netgear ant 9dbi in outdoor omni-direc. computers. netgear. ant240920000s. 129.82,"[17366, 19484]","['ant 9dbi in outdoor omni-direc. desktops. netgear. nan. 175.89', 'ant 9dbi in outdoor omni-direc. connectors adapters. netgear. nan. nan']","['ant 9dbi in outdoor omni-direc. desktops. netgear. nan. 175.89', 'ant 9dbi in outdoor omni-direc. connectors adapters. netgear. nan. nan', 'netgear ant24d18 14dbi antenna. computers accessories. netgear. ant24d18. 131.99', 'tp-link nt tl-ant2409a 2.4 ghz 9dbi. networking products. tp-link. tl-ant2409a. 17.05', 'tp-link nt tl-ant2409b 2.4 ghz 9dbi. networking products. tp-link. tl-ant2409b. 22.5', '9dbi omni directional indoor outdoor anntena. car audio video. cp technology. oan-2090. 65.42', 'trendnet 12dbi outdoor omni directional antenna tew-ao12o. networking products. trendware. tew-ao12o. 71.99', 'd-link ant24-0700 2.4 ghz omni-directional 7 dbi indoor antenna. computers accessories. d-link. ant24-0700. 37.88', 'hawking outdoor omni directional 9dbi hao9si. nan. hawking technology. hao9si. 82.84', 'tp-link nt tl-ant2412d 2.4 g 12dbi. networking products. tp-link. tl-ant2412d. 39.75']","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
2209,bankers box super stor drawer file ltr steel plastic 12-3 4 x 23 x 10-1 2 blk we 6 ctn,storage,bankers box,,179.99,['new-bankers box 00371 - super stor drawer file storage box letter steel plastic black white 6 carton - fel00371'],['storage presentation materials'],['bankers box'],[nan],[nan],bankers box super stor drawer file ltr steel plastic 12-3 4 x 23 x 10-1 2 blk we 6 ctn. storage. bankers box. nan. 179.99,[17162],['new-bankers box 00371 - super stor drawer file storage box letter steel plastic black white 6 carton - fel00371. storage presentation materials. bankers box. nan. nan'],"['new-bankers box 00371 - super stor drawer file storage box letter steel plastic black white 6 carton - fel00371. storage presentation materials. bankers box. nan. nan', 'new-bankers box 00372 - super stor drawer file storage box legal steel plastic black white 6 carton - fel00372. storage presentation materials. bankers box. nan. nan', 'new-bankers box 1231201 - super stor drawer steel plus storage box legal kraft green 6 carton - fel1231201. storage presentation materials. bankers box. nan. 284.0', 'new-bankers box 1231101 - super stor drawer steel plus storage box letter kraft green 6 carton - fel1231101. storage presentation materials. bankers box. nan. nan', 'new-bankers box 00312 - stor drawer steel plus storage box legal white blue 6 carton - fel00312. storage presentation materials. bankers box. nan. nan', 'new-bankers box 00311 - stor drawer steel plus storage box letter white blue 6 carton - fel00311. storage presentation materials. bankers box. nan. nan', 'new-bankers box 00721 - stor drawer file drawer storage box letter white blue 6 carton - fel00721. storage presentation materials. bankers box. nan. nan', 'new-bankers box 12602 - metal bases for staxonsteel high-stak files letter size - fel12602. storage presentation materials. bankers box. nan. nan', 'bankers box 12770 - stor file extra strength storage box letter legal kraft green 12 carton. microphones accessories. bankers box. nan. 39.09', 'new-bankers box 0083201 - stor file extra strength storage box legal locking lid white blue 12 carton - fel0083201. storage presentation materials. bankers box. nan. 185.0']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2210,crown tire-track scraper needlepunch polypropylene vinyl mat 48 x 72 anthracite,rugs,crown,te0046ac,124.97,['new-crown te0046ac - tire-track scraper mat needlepunch polypropylene vinyl 48 x 72 anthracite - cwnte0046ac'],['laminating supplies'],['crown'],[nan],[nan],crown tire-track scraper needlepunch polypropylene vinyl mat 48 x 72 anthracite. rugs. crown. te0046ac. 124.97,[16560],['new-crown te0046ac - tire-track scraper mat needlepunch polypropylene vinyl 48 x 72 anthracite - cwnte0046ac. laminating supplies. crown. nan. nan'],"['new-crown te0046ac - tire-track scraper mat needlepunch polypropylene vinyl 48 x 72 anthracite - cwnte0046ac. laminating supplies. crown. nan. nan', 'new-crown te0046gy - tire-track scraper mat needlepunch polypropylene vinyl 48 x 72 gray - cwnte0046gy. laminating supplies. crown. nan. nan', 'new-crown te0035ac - tire-track scraper mat needlepunch polypropylene vinyl 36 x 60 anthracite - cwnte0035ac. laminating supplies. crown. nan. 108.0', 'new-crown fn0046gy - fore-runner outdoor scraper mat polypropylene 48 x 72 gray - cwnfn0046gy. laminating supplies. crown. nan. 123.0', 'new-crown nr0046br - needle rib wipe scrape mat polypropylene 48 x 72 brown - cwnnr0046br. laminating supplies. crown. nan. 116.0', 'new-crown wa0046br - walk-a-way indoor wiper mat olefin 48 x 72 brown - cwnwa0046br. laminating supplies. crown. nan. 123.0', 'new-crown wa0046gy - walk-a-way indoor wiper mat olefin 48 x 72 gray - cwnwa0046gy. laminating supplies. crown. nan. 123.0', 'new-crown fn0035gy - fore-runner outdoor scraper mat polypropylene 36 x 60 gray - cwnfn0035gy. laminating supplies. crown. nan. 80.0', 'crown mafg62bk - mat-a-dor entrance antifatigue mat rubber 36 x 72 black. nan. dealz4real. nan. 128.2', 'new-crown fl3660gy - ribbed antifatigue mat vinyl 36 x 60 gray - cwnfl3660gy. laminating supplies. crown. nan. 72.0']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2213,clarion 3.5 mm stereo mini-jack to rca extension cable 40,car stereos,clarion,ccaaux,29.99,['clarion ccaaux female 3.5 mm stereo mini-jack to male rca extension cable with integrated cover'],['audio video accessories'],['clarion'],['ccaaux'],[23.99],clarion 3.5 mm stereo mini-jack to rca extension cable 40. car stereos. clarion. ccaaux. 29.99,[21798],['clarion ccaaux female 3.5 mm stereo mini-jack to male rca extension cable with integrated cover. audio video accessories. clarion. ccaaux. 23.99'],"['clarion ccaaux female 3.5 mm stereo mini-jack to male rca extension cable with integrated cover. audio video accessories. clarion. ccaaux. 23.99', 'clarion ccausb usb 2.0 extension cable with integrated cover. audio video accessories. clarion. ccausb. 22.99', 'clarion cca748 interface cable. interconnect cables. clarion. cca748. 35.05', 'clarion cca673 ipod audio control video playback interface cable for max675vd max675vdii vrx755vd audio only vrx765vd vrx775vd. mp3 player cables adapters. clarion. cca673. 59.99', 'clarion ccuipod3 connection cable for ipod black. mp3 player cables adapters. clarion. ccuipod3. 49.99', '3.5 mm mini plug to two rca jacks audio adapter cable 6 inches - mp 2pj-c. rca cables. comprehensive. nan. 3.99', '2 x rca male 1 x 3.5 mm stereo female y-cable 6 inch. power cables. cable showcase. 30s1-01260. 1.49', 'dynex 3.5 mm mini to rca stereo audio cable - 6ft 1.8 m. rca cables. dynex. dx-ad104. 2.5', 'riteav - 3.5 mm to stereo rca male cable - 6 ft.. power cables. riteav. nan. 1.64', 'startech.com mumfrca stereo audio cable 3.5 mm male to 2x rca female - 6 inch. headphone accessories. startech. mumfrca. 2.55']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2219,kensington wrist pillow foam keyboard platform wrist rest black,electronics - general,kensington,34801,22.0,['new-wrist pillow foam keyboard platform wrist rest case pack 1 - 516275'],['keyboards'],['kensington'],[nan],[50.53],kensington wrist pillow foam keyboard platform wrist rest black. electronics - general. kensington. 34801. 22.0,[245],['new-wrist pillow foam keyboard platform wrist rest case pack 1 - 516275. keyboards. kensington. nan. 50.53'],"['kensington wrist pillow extended platform keyboard and mousepad wrist rest in black l36822us. mouse pads. kensington. l36822us. 24.61', 'kensington memory foam wrist pillow platform black k62819us. wrist rests. kensington. k62819us. 29.19', 'new-wrist pillow foam keyboard platform wrist rest case pack 1 - 516275. keyboards. kensington. nan. 50.53', 'kensington lumbar back rest k62823us. wrist rests. kensington. k62823us. 23.35', 'kensington halfback pad chair pad for spine comfort and support in black l82021b. wrist rests. kensington. l82021b. 18.99', 'kensington 82025 memory foam backrest 14-1 4w x 1-3 4d x 13-1 4h black. back seat cushions. kensington. 82025. 31.24', 'fellowes keyboard palm support - black 9182801. wrist rests. fellowes. 9182801. 11.97', '3m gel wrist rest for ergonomic split-design keyboards black leatherette antimicrobial product protection wr314le. wrist rests. 3m. wr314le. 17.77', 'gear head keyboard wrist rest with memory foam blue kbwr2000blu. wrist rests. gear head. kbwr2000blu. 6.99', '3m gel wrist rest for cury keyboards black leatherette antimicrobial product protection wr315le. wrist rests. 3m. wr315le. 18.88']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
2221,franklin electronic publishers spelling ace thesaurus with merriam-webster puzzle solver sa-309,computers,franklin,sa309,20.82,['franklin electronic publishers sa-309 spelling ace thesaurus with merriam-webster puzzle solver'],['audio video accessories'],['franklin electronics'],['sa-309'],[17.18],franklin electronic publishers spelling ace thesaurus with merriam-webster puzzle solver sa-309. computers. franklin. sa309. 20.82,[11340],['franklin electronic publishers sa-309 spelling ace thesaurus with merriam-webster puzzle solver. audio video accessories. franklin electronics. sa-309. 17.18'],"['franklin electronic publishers sa-309 spelling ace thesaurus with merriam-webster puzzle solver. audio video accessories. franklin electronics. sa-309. 17.18', 'franklin hw-1216 children s speller and dictionary. english dictionaries. franklin electronics. hw-1216. 17.99', 'franklin dbe-1490 merriam-webster spanish-english dictionary. foreign language dictionaries. franklin electronics. dbe-1490. 18.2', 'franklin electronic publishers bes-1890 speaking spanish-english dictionary. foreign language dictionaries. franklin electronics. bes-1890. 40.98', 'franklin speaking merriam-webster collegiate dictionary 11th edition scd-2100. english dictionaries. franklin. scd-2100. 66.79', 'franklin twe-118 5-language european translator travel ace. english dictionaries. franklin electronics. twe-118. 14.18', 'franklin speaking merriam webster spanish english dictionary bes-2100. foreign language dictionaries. franklin. bes-2100. 52.0', 'franklin lm-6000se. english dictionaries. franklin. lm-6000se. 495.0', 'franklin lm6000b speaking language master. english dictionaries. franklin electronics. lm6000b. 106.99', 'franklin merriam webster spanish english dictionary dbe-1500. foreign language dictionaries. franklin. dbe-1500. 29.99']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2229,kodak easyshare c1550 purple 16mp digital camera bundle w 5x optical zoom 3.0 lcd display w 50 bonus prints,digital cameras,kodak,c1550 prpl bndl,89.0,['kodak easyshare c1550 16 mp digital camera with 5xoptical zoom - purple'],['point shoot digital cameras'],['kodak'],['c1550pr'],[99.63],kodak easyshare c1550 purple 16mp digital camera bundle w 5x optical zoom 3.0 lcd display w 50 bonus prints. digital cameras. kodak. c1550 prpl bndl. 89.0,[14755],['kodak easyshare c1550 16 mp digital camera with 5xoptical zoom - purple. point shoot digital cameras. kodak. c1550pr. 99.63'],"['kodak easyshare c1550 16 mp digital camera with 5xoptical zoom - purple. point shoot digital cameras. kodak. c1550pr. 99.63', 'kodak easyshare c195 digital camera purple 8gb bundle - includes easyshare c195 14mp 3.0 inch lcd digital camera - purple chic patent camera case - black 8 gb sdhc memory card hi-speed sd usb 2.0 card reader mini tripod and 3pc . lens cleaning kit .. point shoot digital camera bundles. kodak. nan. 94.99', 'kodak easyshare c195 digital camera purple 16gb bundle - includes 14mp 3.0 inch lcd digital camera fashion camera clutch - silver 16 gb sdhc memory card card reader aa ac dc charger 4 card memory card wallet mini tripod and 3pc . lens cleaning kit .. point shoot digital camera bundles. kodak. nan. 114.99', 'kodak easyshare m550 12 mp digital camera with 5x wide angle optical zoom and 2.7-inch lcd purple. point shoot digital cameras. kodak. easyshare m550 purple. 89.99', 'kodak easyshare m580 14 mp digital camera with 8x wide angle optical zoom and 3.0-inch lcd purple. point shoot digital cameras. kodak. easyshare m580 purple. 169.99', 'kodak easyshare m583 14 mp digital camera with 8x optical zoom and 3-inch lcd - purple new model. point shoot digital cameras. kodak. 1596683. 142.95', 'kodak easyshare c195 digital camera purple. point shoot digital cameras. kodak. 8721664. nan', 'kodak easyshare c1550 16 mp digital camera with 5xoptical zoom - silver. point shoot digital cameras. kodak. c1550slr. 99.18', 'kodak easyshare touch m577 14 mp digital camera with 5x optical zoom and 3-inch lcd touchscreen in purple 8gb accessory kit. point shoot digital cameras. kodak. touch m577. 139.95', 'kodak easyshare mini m200 10 mp digital camera with 3x optical zoom and 2.5-inch lcd - purple new model. point shoot digital cameras. kodak. 1944685. 79.51']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2230,d-link dgs-1008p 8-port gigabit ethernet poe switch,networking,d-link,dgs1008p,179.99,['d-link dgs 1008p - switch - unmanaged - 8 x 10\xa0100\xa01000 - desktop - poe'],['switches'],['d-link'],['1008p'],[132.0],d-link dgs-1008p 8-port gigabit ethernet poe switch. networking. d-link. dgs1008p. 179.99,[12949],['d-link dgs 1008p - switch - unmanaged - 8 x 10\xa0100\xa01000 - desktop - poe. switches. d-link. 1008p. 132.0'],"['d-link dgs-1008g 8-port gigabit desktop switch. hubs. d-link. dgs-1008g. 36.98', 'd-link dgs 1008p - switch - unmanaged - 8 x 10\xa0100\xa01000 - desktop - poe. switches. d-link. 1008p. 132.0', 'd-link dgs-2208 8-port 10\xa0100\xa01000 desktop switch. switches. d-link. dgs-2208. nan', 'd-link 24-port rackmountable gigabit switch dgs-1024d. switches. d-link. dgs-1024d. 139.99', 'easy smart switch 24port gigabit. networking products. d-link. dgs-1100-24. 275.18', 'd-link dgs-1005g 5-port gigabit desktop switch. switches. d-link. dgs-1005g. 27.88', 'smc networks smcgs8p-smart 10\xa0100\xa01000 mbps smart 8 ports poe 1 x sfp jumbo frame support rack mountable switches. switches. smc. smcgs8p-smart. 229.99', 'tp-link tl-sf1008p 8-port 10 100m desktop poe switch. switches. tp-link. tl-sf1008p. 55.03', 'trendnet 8-port gigabit web smart poe switch 8x 10\xa0100\xa01000 mbps tpe-80ws black. switches. trendnet. tpe-80ws. 240.99', 'netgear gs108 prosafe 8-port gigabit ethernet desktop switch. switches. netgear. gs108na. 59.99']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
